Inspection Result,Facility Name,Site Address,Last Inspection Date
,"The Hammer Press, Plate# 147",345 Magnolia Dr Hamilton ON L9C 6N6 Canada,08-Jun-20
,The Hearty Hooligan,292 Ottawa St. N Hamilton Ontario L8H 3Z9 Canada,10-Nov-20
,The Heather Restaurant,357 Barton St E Hamilton ON L8L 2X8 Canada,28-Oct-20
,The Himalaya,160 Centennial Pkwy Hamilton ON L8E 1H6 Canada,24-Sep-20
,The Honest Lawyer Restaurantaiment,1115 Fennell Ave.E Hamilton ON L8T 1S1 Canada,12-Aug-20
,The Hungry Traveler - Visitor's Inn,649 Main Street West Hamilton ON L8S 1A2,22-Jan-21
,The Icecream Man,673 Main St. E Hamilton ON L8M 1K1 Canada,
,The Juice Kitchen,560 Concession St Hamilton ON,26-Jan-21
,The Junction Events and Catering,"154 James Street, S Hamilton ON L8P 3A2 Canada",08-Oct-19
,The Keg,1170 Upper James St Hamilton ON L9C 3B1 Canada,09-Jan-20
,The Keg,36 Horseshoe Cres Waterdown ON L0R 2H2 Canada,04-Nov-20
,The Krown Kafe,952 QUEENSTON RD STONEY CREEK ON L8G 4A8 Canada,14-Oct-20
,The Links Golf and Sports Academy,840 Queenston Rd Hamilton ON L8G 1A9 Canada,24-Nov-20
,The Local Life on Locke,218 Locke Street South Hamilton ON L8P 4B4 Canada,
,"The Loft By Longo's - Gather, Cook, Learn",1191 Wilson St. W Ancaster Ontario L9G 3K9 Canada,29-Jul-20
,THE LUNCH LADY,1480 SANDHILL DR ANCASTER,02-Sep-20
,The Mad Dog Grill - Plate #252,384 Beach Rd Hamilton ON Canada,13-Aug-18
,The Mancala Monk - B,1229 Cannon St E Hamilton ON L8H 1T8 Canada,24-Sep-20
,The Masque,13 Hess St S Hamilton ON L8P 3M7 Canada,26-Aug-20
,The Mes Amis Catering Co.,811 King Street East Hamilton ON L8M 1A8 Canada,17-Sep-19
,The Moghul's,2-288 Mud St W Stoney Creek ON L8J 3Z6 Canada,28-Jan-21
,The Mule,41 King William St Hamilton ON L8R 1A2 Canada,18-Nov-20
,The Mustard Seed Co-operative Grocery Inc.,460 York Blvd Hamilton ON M9M 2B5 Canada,22-Jan-20
,The Olive Board,220 Wilson St E Ancaster ON L9G 2B7 Canada,16-Dec-20
,THE PALE BLUE DOT SHOP,240 JAMES ST. N HAMILTON ON L8R 2L3 Canada,08-Oct-20
,The Parm House,272 Kenilworth N Hamilton - Downtown (East) ON L8H 4S9 Canada,26-Oct-20
,The Pearl Hummingbird,620 Upper James 2nd floor. Hamilton ON L9C 1E3 Canada,20-Nov-19
,The People Under The Stairs,27 Dundurn St. N Hamilton Ontario L8R 3C9 Canada,
,THE PERFECT BITE BAKE SHOPPE,57 Highland Rd. W Stoney Creek ON L8J 2T7 Canada,25-Oct-19
,The Pheasant Plucker,20 Augusta St Hamilton ON L8P 3A2 Canada,26-Jun-20
,The Pigeon,3200 Homestead Dr Hamilton ON L0R 1W0 Canada,28-Aug-20
,The Purple Pear,946 Barton St E Hamilton ON L8L 3E1 Canada,16-Oct-20
,The Purple Pony Ltd. - Plate # 101 (Old Plate #247),B-346 Wilson St East Ancaster ON Canada,
,The RBG Rock Garden,1185 York Boulevard Hamilton ON L8R 2A4 Canada,15-Sep-20
,The Red Door Cucina Inc.,21 King St W Dundas ON L9H 1T5 Canada,04-Sep-20
,The Royal Coachman,1 Main St N Waterdown ON L0R 2H0 Canada,17-Nov-20
,The Ruby LTC,1620 Upper Wentworth Hamilton ON Canada,19-Nov-19
,The Salvation Army Mountain Citadel,835 Stone Church Rd E Hamilton ON L8W 1R8 Canada,26-Feb-20
,The Sensational Samosa Ltd,51 King St W Dundas ON L9H 1T5 Canada,22-Jul-20
,The Sensational Somosa Ltd.,51 King Street West Dundas ON L9H 1T5 Canada,
,The Ship,23 Augusta St Hamilton ON L8N 1P6 Canada,14-Oct-20
,"The Shuck Truck, Plate# 157",40 Oakhaven Pl Ancaster ON L9K 0B6 Canada,16-Jul-20
,The Side Door Bar,C-1831 Main Street West Hamilton ON L8S 1H6 Canada,10-Aug-20
,The Soup Stop,1 Young St Hamilton ON L8N 1T8 Canada,26-Aug-20
,The Spice Factory,121 Hughson St N Hamilton ON L8R 1G7 Canada,04-Mar-20
,The Store - Food Take Out,3150 Homestead Dr Glanbrook ON L0R 1W0 Canada,28-May-19
,The Tiny Shop Bakery,1001 Highway No. 5 W Dundas ON L9H 5E2 Canada,09-Sep-20
,The Udder Way Artisan Cheese Co,410 Regional Road 20 Glanbrook ON L0R 1P0 Canada,18-Dec-20
,THE URBAN VINE INC,134 KING ST.W DUNDAS,
,The Venu Bar & Lounge,627 King St E Hamilton ON Canada,
,THE VITAMIN STORE,86 MAIN ST DUNDAS,07-Feb-20
,The Vitamin Store,19-255 Dundas St E Waterdown ON L8B 0E5 Canada,12-Nov-19
,The Walker Chocolate Company Ltd.,1024 Upper Wentworth Hamilton ON L9A 4V9 Canada,14-Jan-20
,The Watermark Taphouse & Grille,115 Hamilton St N Waterdown ON L0R 2H6 Canada,08-Sep-20
,The Watermark Taphouse & Grille Trailer (MTO Plate# P8356F),115 Hamilton St N Waterdown ON L0R 2H6 Canada,17-Sep-19
,The Well Hamilton Inc.,161 Wellington St. N. Hamilton ON L8R 1N4 Canada,
,The Wellington (LTCH),1430 Upper Wellington HAMILTON ON L9A 5H3 Canada,30-Oct-19
,The West Lounge Cafe,B-807 Main St. W. Hamilton ON L8S 1A4 Canada,07-Oct-19
,The Westdale,1014 King St W Hamilton ON L8S 1L4 Canada,
,The Works Gourmet Burger Bistro,1405 Upper James St Hamilton ON L9B 1K2 Canada,05-Jun-20
,The Works Gourmet Burger Bistro,230-2 King St.W Hamilton ON L8P 1A1 Canada,18-Sep-20
,The Zoetic Theater Company,524 Concession St Hamilton ON,21-Oct-20
,Theater Aquarius - Refreshment stand,190 King William St Hamilton ON L8R 1A8 Canada,05-Mar-20
,Thirsty Cactus Cantina &,2 King St E Dundas ON L9H 1B8 Canada,18-Nov-20
,Thomas Catering - Plate # 002,140 Burrwood Dr Hamilton ON Canada,19-Oct-20
,THUNDER ALLEY,140-77 James St N Hamilton ON L8R 2K3 Canada,22-May-19
,TIBA RESTAURANT,301 CROCKETT ST HAMILTON,
,Tim Hortons,990 Upper Wentworth St Hamilton ON L9A 4Y8 Canada,05-Jun-20
,Tim Hortons,1799 Stone Church RD E Stoney Creek ON L8N 1G9 Canada,28-Jan-21
,Tim Hortons,244 Upper Centennial Pkwy Stoney Creek ON L8J 2V6 Canada,05-Nov-20
,Tim Hortons,954 Barton St E Hamilton ON L8L 3C4 Canada,22-Oct-20
,Tim Hortons,1242 Highway No. 8 Stoney Creek ON L8E 3T7 Canada,17-Dec-20
,Tim Hortons,2585 Barton St E Hamilton ON L8E 2J8 Canada,02-Feb-21
,Tim Hortons,481 Barton Street Stoney Creek ON L8E 2L7 Canada,15-Sep-20
,Tim Hortons,952 Fennell Avenue East Hamilton ON L8T 1P9 Canada,24-Nov-20
,Tim Hortons,145 Hamilton St N Waterdown ON L0R 2H1 Canada,08-Sep-20
,Tim Hortons,570 Upper Ottawa St Hamilton ON L8T 3T2 Canada,04-Dec-20
,Tim Hortons,2471 Barton St E Hamilton ON L8E 2Y1 Canada,05-Aug-20
,Tim Hortons,1470 Hwy 6 N Flamborough ON L8N 2Z7 Canada,18-Nov-20
,Tim Hortons,50 Charlton Ave. E Hamilton ON L8N 4A6 Canada,02-Nov-20
,Tim Hortons,133 Bay Street North Hamilton ON L8R 2P5 Canada,12-Jan-21
,Tim Hortons,25 Rymal Rd W Hamilton ON L9B 1B5 Canada,05-Nov-20
,Tim Hortons,80 John St S Hamilton ON L8N 2C1 Canada,25-May-20
,Tim Hortons,473 Concession St Hamilton ON L9A 1C1 Canada,12-Jan-21
,Tim Hortons,999 Upper Wentworth St Hamilton ON L9A 4X5 Canada,19-Aug-20
,Tim Hortons,863 Upper Wentworth St Hamilton ON L9A 4W5 Canada,24-Nov-20
,Tim Hortons,481 Barton Street Stoney Creek Ontario L8E 2L7,14-Jan-20
,Tim Hortons,9300 Airport Rd Glanbrook ON L0R 1W0 Canada,26-Aug-20
,Tim Hortons,2812 King St E HAMILTON ON L8G 1J5 Canada,04-Aug-20
,Tim Hortons,706 Queenston Rd Hamilton ON L8G 1A2 Canada,08-Feb-21
,Tim Hortons,503 Main St E Hamilton ON L8N 1K8 Canada,05-Nov-20
,Tim Hortons,443 Main St W Hamilton ON L8P 1K5 Canada,20-Jan-21
,Tim Hortons,469 Highway No. 6 N Flamborough ON L8N 2Z7 Canada,21-Sep-20
,Tim Hortons,"651 Upper James St, Building B Hamilton ON L9C 5R8 Canada",14-Jan-21
,Tim Hortons,65 Ottawa St N Hamilton ON L8H 3Y9 Canada,27-Nov-20
,Tim Hortons,Unit 1-1317 Barton St E Hamilton ON L8H 2V4 Canada,23-Nov-20
,Tim Hortons,894 Upper James St Hamilton ON L9C 3A5 Canada,27-Nov-20
,Tim Hortons,249 Upper Centennial Pkwy Stoney Creek ON L8J 1W9 Canada,30-Oct-20
,Tim Hortons,530 Dundas St E Waterdown ON L0R 2H0 Canada,08-Sep-20
,Tim Hortons,897 Upper Wellington St Hamilton ON L9A 3R8 Canada,15-Jan-21
,Tim Hortons,"95 Portia Dr Ancaster, CDN ON L9G 0E8 Canada",18-Jan-21
,Tim Hortons,257 Main St E Hamilton ON L8N 1H4 Canada,02-Feb-21
,Tim Hortons,977 Golf Links Rd ANCASTER ON L9G 3T9 Canada,11-Jan-21
,Tim Hortons,529 HWY 8 Stoney Creek ON L8G 1G4 Canada,28-Oct-20
,Tim Hortons,1354 South Service Road Stoney Creek ON L8E 5C5 Canada,11-Jan-21
,Tim Hortons,1188 Rymal Rd E Hamilton ON L8W 3N7 Canada,20-Jan-21
,Tim Hortons,136 Kenilworth Ave N Hamilton ON L8H 4R8 Canada,17-Nov-20
,Tim Hortons,1368 Upper Gage Ave Hamilton ON L8W 1N2 Canada,15-Jan-21
,Tim Hortons,505 Rymal Rd E Hamilton ON L8W 3X1 Canada,13-Jan-20
,Tim Hortons,327 Fruitland Rd Stoney Creek ON L8E 5M8 Canada,14-Jan-21
,Tim Hortons,86 Main Street East Dundas ON L9H 2H1 Canada,18-Jan-21
,Tim Hortons,513 Cannon St E Hamilton ON L8L 2E6 Canada,04-Aug-20
,Tim Hortons,888 Main St E Hamilton ON L8M 1M3 Canada,30-Nov-20
,Tim Hortons,200 Barton St E Hamilton ON L8L 2W8 Canada,28-Jan-21
,Tim Hortons,620 South Service Rd Stoney Creek Ontario L8E 2W1,05-Feb-21
,Tim Hortons,2200 Rymal Rd E. Hamilton ON L0R 1P0 Canada,20-Jan-21
,Tim Hortons,1005 Mohawk Rd W Hamilton ON L9C 7P5 Canada,30-Jul-20
,Tim Hortons,799 Barton St E Hamilton ON L8L 3B2 Canada,19-Nov-20
,Tim Hortons,35 King St E Hamilton ON L8N 4A9 Canada,07-Oct-20
,Tim Hortons,315 Centennial Pkwy N Hamilton ON L8N 2Y3 Canada,19-Nov-20
,Tim Hortons,1600 Barton St E Hamilton ON L8H 2X9 Canada,07-Jan-21
,Tim Hortons,30 Queenston Rd Hamilton ON L8K 1E8 Canada,05-Feb-21
,Tim Hortons,50 Dundurn St S Hamilton ON L8P 4W3 Canada,06-Jan-21
,Tim Hortons,634 Parkdale Ave N Hamilton ON L8H 5Z3 Canada,20-Jan-21
,Tim Hortons,255 Dundas St E Waterdown ON L0R 2H0 Canada,29-Oct-20
,Tim Hortons,32 York Blvd Dundas Ontario L9H 1L4 Canada,06-Jan-21
,Tim Hortons,1180 Hwy 2 W ANCASTER ON L9G 3K9 Canada,02-Dec-20
,Tim Hortons,1554 Main St W Hamilton ON L8S 1E5 Canada,15-Oct-19
,Tim Hortons,675 Mohawk Rd E Hamilton ON L8V 2K6 Canada,17-Jun-20
,Tim Hortons,100 West 5th St Hamilton ON L8N 3K7 Canada,09-Oct-19
,Tim Hortons,2651 Regional Rd 56 Glanbrook ON L0R 1C0 Canada,27-Jan-21
,Tim Hortons,1816 Rymal Rd. E Glanbrook Ontario,07-Feb-20
,Tim Hortons,418 Sherman Ave N Hamilton ON L8L 6P1 Canada,19-Nov-20
,Tim Hortons,977 Upper Ottawa St Hamilton ON L8T 4V9 Canada,02-Jun-20
,Tim Hortons,1712 Stone Church Rd. E Hamilton ON L8J 0B4 Canada,02-Feb-21
,Tim Hortons,1341 Upper James St Hamilton ON L9C 3B3 Canada,06-Jan-21
,Tim Hortons,8 King St E Stoney Creek ON L8G 1J8 Canada,06-Oct-20
,Tim Hortons,370 Wilson St E ANCASTER ON L9G 4S4 Canada,04-Feb-21
,Tim Horton's,102 Hwy 8 Stoney Creeek ON L8G 4H3 Canada,05-Feb-21
,Tim Horton's,813 Upper James St Hamilton ON L9C 3A3 Canada,08-Jan-21
,Tim Horton's,1303 Highway 5 W Flamborough ON L9H 5E1 Canada,28-Jan-21
,Tim Hortons - Airport ( depature area),9300 Airport Rd Glanbrook ON L0R 1W0 Canada,19-Oct-20
,Tim Hortons - ESSO,528 Mohawk Rd E Hamilton ON L8V 2J6 Canada,18-Jan-21
,Tim Hortons - ESSO,917 Upper James St Hamilton ON L9C 3A3 Canada,25-Nov-20
,Tim Hortons - Esso,642 Stone Church Rd W Hamilton ON L9B 1A7 Canada,27-Jan-21
,Tim Hortons - ESSO,1136 Golf Links Rd Ancaster ON L9K 1J8 Canada,05-Aug-20
,Tim Hortons - Fontbonne Building,301 James St S Hamilton ON Canada,09-Dec-19
,Tim Hortons - Food Court,Eastgate S-75 Centennial Pkwy Hamilton ON L8E 2P2 Canada,06-Jul-20
,Tim Hortons - Kiosk,75 Centennial Pkwy Hamilton ON L8E 2P2 Canada,27-Feb-20
,Tim Hortons # 1495 - (ESSO),1341 Upper James St Hamilton ON L9C 3A3 Canada,06-Jan-21
,Tim Hortons #1437,620 King St W Hamilton ON L8P 1C2 Canada,26-Jan-21
,Tim Hortons #2308,Unit 162-2 King St W Hamilton ON L8P 1A1 Canada,11-Nov-20
,Tim Hortons #2919,1445 Main St W Hamilton ON L8S 1C8 Canada,29-Sep-20
,Tim Hortons #4,951 King St W Hamilton ON L8B 1K9 Canada,25-Jan-21
,Tim Hortons #7341,450-2 King St W Hamilton Ontario,29-Oct-20
,Tim Horton's (Wal-Mart Super Center),500 Centennial Pkwy N Hamilton ON L8E 0G2 Canada,03-Jul-20
,Tim Horton's 76,239 King St W Hamilton ON L8P 1A7 Canada,26-Jan-21
,Tim Horton's Field - 2 East North East,64 Melrose Ave N Hamilton - Downtown (Centre) ON L8L 8C1 Canada,04-Oct-19
,Tim Horton's Field - 2 East South,64 Melrose Ave N Hamilton - Downtown (Centre) ON L8L 8C1 Canada,04-Oct-19
,Tim Horton's Field - 2 Middle East,64 Melrose Ave N Hamilton - Downtown (Centre) ON L8L 8C1 Canada,04-Oct-19
,Tim Hortons Field - 3 East North (Popcorn and Pizza),64 Melrose Ave N Hamilton - Downtown (Centre) ON L8L 8C1 Canada,04-Oct-19
,Tim Horton's Field - 3 East South,64 Melrose Ave N Hamilton ON L8L 8C1 Canada,04-Oct-19
,Tim Horton's Field - 3 West North,64 Melrose Ave N Hamilton ON L8L 8C1 Canada,04-Oct-19
,Tim Horton's Field - 3 West South,64 Melrose Ave N Hamilton - Downtown (Centre) ON L8L 8C1 Canada,04-Oct-19
,Tim Horton's Field - 6 West North,64 Melrose Ave N Hamilton - Downtown (Centre) ON L8L 8C1 Canada,04-Oct-19
,Tim Horton's Field - Caretakers Club,64 Melrose Ave N Hamilton ON L8L 8C1 Canada,04-Oct-19
,Tim Horton's Field - Champions Club,64 Melrose Ave N Hamilton ON L8L 8C1 Canada,05-Feb-20
,Tim Horton's Field - Refreshment Stands,64 Melrose Ave Hamilton ON L8L 8C1 Canada,04-Oct-19
,Tim Horton's Field - Salt Lick - Touchdown Lounge,64 Melrose Ave North Hamilton ON L8L 8C1 Canada,04-Oct-19
,Tim Horton's Field - Suites Pantry,64 Melrose Av Hamilton ON L8L 0C3 Canada,05-Feb-20
,Time Out Café,36 Hunter St E Hamilton ON L8N 3W8 Canada,24-Aug-20
,Tin Cup Sports Grill,Bldg E1-103 Portia Dr Ancaster ON L9G 0E8 Canada,22-Jan-21
,TJ's Grill & Cafe Inc,2 Castlewood Blvd Hamilton ON L9H 7M8 Canada,26-Feb-20
,TKBS Family Sales-Canadian Tire,304 Main St E Hamilton ON L8P 1J8 Canada,11-Feb-20
,Toby's Good Eats Restaura,110 King St W Hamilton ON L8P 4S6 Canada,22-Oct-20
,Today's Hair Culture Unisex Salon,355 Main St E Hamilton ON L8N 1J4 Canada,01-Oct-20
,TOLTON FOOD MARKET,125 TOLTON AVE HAMILTON ON L8H 5N9 Canada,17-Jan-20
,Tom`s Corner Bar,1119 Fennell Ave. E Hamilton ON,11-Aug-20
,Toma La The Portuguese Pit Shop,1812 Rymal Road East Glanbrook ON L0R 1P0 Canada,24-Nov-20
,Toma La The Portuguese Pit Stop,21-1550 Upper James St Hamilton ON L9B 2L6 Canada,17-Dec-20
,Tomah,132 QUEEN ST. S HAMILTON ON L8P 3S2 Canada,09-Dec-20
,Tom's Sports Bar,969 Upper Ottawa Hamilton ON L8T 4V9 Canada,12-Aug-20
,Tony's Corner,314 Queenston Rd Hamilton ON L8K 1H5 Canada,15-Jan-21
,Top Discount Foods,969 Upper Ottawa St Hamilton ON L8T 4V9 Canada,24-Feb-20
,Top Taste of Poland,1145 King St E Hamilton ON L8M 1E7 Canada,23-Sep-20
,Topper's Pizza,1400 Upper James Street Hamilton ON L9B 1K3 Canada,22-Jan-20
,Topper's Pizza,905 Rymal Road East Hamilton ON L8W 3M2 Canada,25-Aug-20
,Towne Convenience,212 John St S Hamilton ON L8Y 2C7 Canada,30-Oct-20
,TownePlace Suites Hamilton,1195 Upper James Hamilton ON L9C 3B2 Canada,14-Dec-20
,"Toys ""R"" Us",970 Upper Wentworth St Hamilton ON,08-Jul-19
,"Toys ""R"" Us",540 Centennial Pkwy. N Hamilton ON,29-Jul-19
,Tracie's Place,592 Upper James St Hamilton ON L9C 2Y8 Canada,27-Jan-21
,Transfiguration Luth Chur,232 Fennell Ave E Hamilton ON L9A 1S7 Canada,
,Traynor's Bakery Wholesal,191 Victoria Ave S Hamilton ON L8N 2T2 Canada,
,Treasure Hunt,30 Horseshoe Crescent Waterdown ON L0R 2H2 Canada,11-Mar-20
,Trish`s Bakery Inc.,17-1119 Fennell Ave East Hamilton,21-Sep-20
,Trocadero Restaurant,525 Barton St E Hamilton ON L8L 2Y9 Canada,20-Dec-19
,Troy Women's Institute,2295 Old Troy Rd Troy ON L0R 2B0 Canada,05-Apr-19
,True North BBQ- Hot Dog Cart- Pl.#:119,58 Elm Hill Blv. Ancaster ON L9G 2V2 Canada,
,True to Roots Jamaican & Caribbean Restaurant,111-77 James Street North Hamilton ON L8R 2K3 Canada,20-Oct-20
,Trueshot Coffee Inc.,158 James St.S Hamilton,01-Oct-20
,Truong Fresh Produce,35 York Blvd. Hamilton ON Canada,14-Feb-20
,Turner Grocery & Variety,1061 Cannon St E Hamilton ON L8L 2H9 Canada,04-Sep-19
,Turtle Jacks,1180 Upper James St Hamilton ON L9C 3B1 Canada,27-Nov-20
,Turtle Jack's,143 UPPER CENTENNIAL PKY STONEY CREEK ON L8J 2W9 Canada,02-Oct-20
,Turtle Jack's,255 Dundas St E Waterdown ON L0R 2H1 Canada,20-Jul-20
,Turtle Jacks Winona,1338 South Service Rd Stoney Creek ON L8E 5C5 Canada,02-Feb-21
,Twice the Deal Pizza,697 Queenston Rd. Hamilton ON L8E 5J6 Canada,04-Feb-21
,Twice the Deal Pizza,1A-549 Stone Church Rd E Hamilton ON L8W 3L2 Canada,03-Dec-20
,Twice the Deal Pizza,695 Queenston Rd Hamilton L8E 5J6 Canada,
,Twin Elephants Thai Restaurant & Bar Inc,29-969 Fennell Ave E Hamilton ON L8T 1R1 Canada,30-Sep-20
,Twisted Indian Wraps,1508 UPPER JAMES STREET HAMILTON L9B 1K3 Canada,28-Jul-20
,Twisted Kitchen Plate 331,98 Sunrise Dr Hamilton ON L8K 4C3 Canada,
,Two Cougars & a Café,601 Burlington St E Hamilton ON L8L 4J5 Canada,25-Sep-20
,Tyagi's Indian Bazaar/ Taj Restaurant,96 Centennial Pkwy N Hamilton ON L8E 1H7 Canada,19-Aug-20
,U Plus Service Inc,1455 King St E Hamilton ON Canada,27-Aug-19
,UberWarrior,2-360 Lewis Rd Stoney Creek Ontario L8E 5Y7 Canada,13-Jul-19
,Ukrainian Catholic Church,821 Upper Wentworth St Hamilton ON L9A 4W5 Canada,16-Jan-20
,Ukranian National Fed.,170 Parkdale Ave N Hamilton ON L8H 5X2 Canada,08-Aug-19
,ULTRAMAR,1837 Main St W Hamilton ON Canada,19-Jun-19
,ULTRAMAR,1837 MAIN ST.W HAMILTON,07-Oct-20
,Umi Sushi Express,Unit 107-999 Upper Wentworth Street Hamilton ON L9A 4X5 Canada,04-Nov-20
,Uncle Joe's Pool Hall & Bar,G-859 Barton Street East Hamilton ON L8L 3B4 Canada,10-Dec-20
,Uncle Rays,10 James Street North Hamilton ON L8R 2J9 Canada,01-Dec-20
,UNDEFINED RESTAURANT INC,33 KING WILLIAM ST HAMILTON,17-Dec-20
,UNION JACK FISH & CHIPS,168 Barton St Hamilton ON L8E 4V6 Canada,14-Oct-20
,United Steelworkers,1031 Barton St E Hamilton ON L8L 3E2 Canada,30-Apr-19
,Unity Hall - I.O.O.F.,64 Wellington St N Hamilton ON L8R 1N1 Canada,
,University Lanes,101 Osler Dr Dundas ON L9H 4H4 Canada,01-Sep-20
,Uno Mas (basement),150 James St S Hamilton ON L8P 3A2 Canada,19-Aug-19
,Upper Wentworth Convenience & Variety,1216 Upper Wentworth Hamilton ON L9A 4W2 Canada,28-Oct-20
,Urban Cafe,393 Rymal Rd W. Hamilton ON L9B 1V2 Canada,23-Oct-20
,Urban Express,2200 Upper James St Glanbrook ON L0R 1W0 Canada,06-Sep-19
,Urban Market,560 Concession St Hamilton ON L8V 1A9 Canada,
,V & O Sausages - Plate #108 (old #228),11 Clappison Ave Flamborough ON L0R 2H2 Canada,27-Oct-20
,V & O Sausages - Plate 007,1051 Highway 53 W ANCASTER ON Canada,06-Oct-20
,Vagueira Bakery & Pastry,369 Barton St E Hamilton ON L8L 2Y2 Canada,20-Oct-20
,Valen's Community Centre,1818 Valens Rd Flamborough ON N0B 2J0 Canada,03-Apr-19
,Valens Cons Auth - Beach,1667 Highway No. 97 Flamborough ON N1R 5S7 Canada,15-Jul-19
,Valens Cons. Camp Store,1667 Highway No. 97 Flamborough ON N1R 5S7 Canada,08-Jul-19
,Valentinos - Restaurant,824 King St W Hamilton ON L8S 1K3 Canada,02-Feb-21
,Valentino's Place Restaurant,835 Paramount Dr. Stoney Creek ON L8J 0B4 Canada,07-Aug-20
,"Valley Charcoal, The",44 King St W Dundas ON L9H 1T7 Canada,23-Sep-20
,Vanilla Bean Cakery,20 Bastia Street Waterdown ON L8B 1V3 Canada,20-Aug-20
,Vasco Da Gama Social Club,175 James St N Hamilton ON L8R 2K9 Canada,10-Nov-20
,Venetian Club,269 John St N Hamilton ON L8L 4P6 Canada,11-Feb-20
,Venice Beach Pizzeria,801 Mohawk Rd. W Hamilton ON,22-Oct-20
,Venice Beach Pizzeria,5-1050 Paramount Dr Unit 5 Stoney Creek ON L8T 1P8 Canada,01-Sep-20
,Venti-Cafe Co Ltd,100A-2 King St W Hamilton ON L8P 1A1 Canada,15-Jul-20
,Verolen's Rest Home,106 Catharine St S Hamilton ON L8N 2J4 Canada,03-Jul-20
,Veterans Associations,1353 Barton St E Hamilton ON L8H 2W2 Canada,28-Oct-20
,Veterans Service League,1473 Main St E Hamilton ON L8K 1C7 Canada,06-Oct-20
,VG Meats,D-131 Upper Centennial Pkwy Stoney Creek ON L8J 0B2 Canada,08-Feb-21
,Vibez Caribbean Southern Grill,971 King St. E Hamilton Ontario L8M 1C3 Canada,05-Nov-20
,Vicar's Vice,2251 Rymal Rd E Hamilton ON L8J 2V8 Canada,18-Aug-20
,Victoria Curling Club,568 King St E Hamilton ON L8N 1E2 Canada,12-Nov-18
,Victoria Gardens,176 Victoria Ave N Hamilton ON L8L 5G1 Canada,13-Nov-20
,Victoria Manor 1,121 Victoria Ave S Hamilton ON L8N 2S9 Canada,02-Dec-20
,Victoria Manor 2,115 Victoria Ave S Hamilton ON L8N 2S9 Canada,22-Oct-20
,Victoria's Steak & Seafood,470 King St W Hamilton ON L8P 1B7 Canada,16-Oct-20
,Vida La Pita,217 King St W Hamilton ON L8P 1A9 Canada,29-Jan-21
,Vienna Tavern,152 Grenfell St Hamilton ON L8H 3J2 Canada,20-Nov-18
,Villa Italia Retirement Residence,530 Upper Paradise Rd Hamilton ON L9C 7W2 Canada,25-Nov-20
,Villa Madina,F104-999 Upper Wentworth Str Hamilton ON L9A 4X5 Canada,08-Oct-20
,Village Bakery,104 King St W Dundas ON L9H 1B4 Canada,09-Dec-20
,VILLAGE HEALTH FOOD THE VITAMIN STORE INC.,1096 WILSON ST. W ANCASTER,
,Village Manor Waterdown,57 John St W Waterdown ON L8B 1B7 Canada,01-Dec-20
,Village of Wentworth Heights - Retirement,1620 Upper Wentworth St Hamilton ON L9B 2W3 Canada,19-Nov-19
,Village of Wentworth Heights LTC,1620 Upper Wentworth St Hamilton ON L9B 2W3 Canada,19-Nov-19
,Village Restaurant & The Penalty Box,35 King St E Stoney Creek ON L8G 1J9 Canada,19-Aug-20
,Village Variety,1148 Fennell Ave E Hamilton ON L8T 1S5 Canada,02-Sep-20
,Vin Bon,247 CENTENNIAL PKY N HAMILTON ON L8E 2X3 Canada,15-Jan-19
,Vinnies Fresh Pasta Factory,35 York Boulevard Hamilton ON L8R 3K7 Canada,09-Jul-20
,Vintage Coffee Roasters,977 King Street East Hamilton ON L8M 1C3 Canada,21-Oct-20
,Virgin Wine,135 Kenilworth Ave N Hamilton - Downtown (East) ON Canada,
,Viscount Montgomery,1525 Lucerne Ave Hamilton ON L8K 1R3 Canada,10-Nov-20
,W. Stuart Farm,812 Old HWY 8 Rockton ON L0X 1X0 Canada,05-Sep-19
,W.H. Ballard Elementary,801 Dunsmure Hamilton ON L8H 1H9 Canada,28-May-19
,Wagon Grill,188 Graham Ave S Hamilton ON L8K 2M4 Canada,02-Feb-21
,Wah Sardaarji,647 Upper James Street Hamilton ON L9C 2Y9 Canada,17-Nov-20
,Wah Sardaarji,107-77 James St N Hamilton ON L8R 2K3 Canada,06-Feb-20
,Walker's Chocolates,1050 King St W Hamilton ON L8S 1L5 Canada,03-Feb-20
,Wally Parr Sausage House,"2 King St W, Food Court,#257 Hamilton ON L8P 1A1 Canada",21-Jan-20
,Wally's World Bar & Grill,859 King St E Hamilton ON L8M 1B5 Canada,31-Aug-18
,Walmart,90 Dundas St E Waterdown ON L9H 7K6 Canada,07-Dec-20
,WalMart,675 Upper James St Hamilton ON L9C 6Y3 Canada,13-Jan-21
,Walmart,2190 Rymal Rd E Glanbrook ON L0R 1P0 Canada,01-Sep-20
,Wal-Mart,499 Mohawk Rd E Hamilton ON L8V 4V7 Canada,27-Jan-20
,WalMart (Super Centre),500 Centennial Pkway N Hamilton - Downtown (Centre) ON L8E 0G2 Canada,14-Sep-20
,WalMart (Supercentre),1051 Garner Rd W ANCASTER ON L9G 3K9 Canada,03-Feb-21
,Walmart-1115 Barton St E,"1115 Barton St E, Bldg Z Hamilton ON L8H 2V2 Canada",13-Jan-21
,Walt's Variety,595 Barton St E Hamilton ON L8L 2Z6 Canada,28-Jan-20
,Ward IV,1441 Main Street East Hamilton ON L8M 2M6 Canada,06-Nov-20
